Company,Weight,Ticker
Targa Resources Corp.,0.067,TRGP
"Diamondback Energy, Inc.",0.066,FANG
"AvalonBay Communities, Inc. REIT",0.066,AVB
Westinghouse Air Brake Technologies Corp.,0.065,WAB
"eBay, Inc.",0.065,EBAY
"Mettler-Toledo International, Inc.",0.065,MTD
"Charter Communications, Inc. Class A",0.065,CHTR
Tractor Supply Co.,0.064,TSCO
"Lululemon Athletica, Inc.",0.064,LULU
ON Semiconductor Corp.,0.064,ON
Kraft Heinz Co.,0.064,KHC
"CoStar Group, Inc.",0.064,CSGP
"PPG Industries, Inc.",0.063,PPG
"Rockwell Automation, Inc.",0.063,ROK
"WEC Energy Group, Inc.",0.062,WEC
CDW Corp.,0.062,CDW
"Nasdaq, Inc.",0.062,NDAQ
"NVR, Inc.",0.062,NVR
Willis Towers Watson PLC,0.061,WTW
"PulteGroup, Inc.",0.061,PHM
M&T Bank Corp.,0.061,MTB
Fifth Third Bancorp,0.06,FITB
"Axon Enterprise, Inc.",0.059,AXON
Archer-Daniels-Midland Co.,0.059,ADM
"American Water Works Co., Inc.",0.059,AWK
Hershey Co.,0.058,HSY
"Biogen, Inc.",0.058,BIIB
Entergy Corp.,0.058,ETR
"ANSYS, Inc.",0.057,SNPS
"Keysight Technologies, Inc.",0.057,KEYS
Fortive Corp.,0.057,FTV
Veralto Corp.,0.057,VLTO
Garmin Ltd.,0.056,GRMN
"Cardinal Health, Inc.",0.055,CAH
"Dexcom, Inc.",0.055,DXCM
"International Flavors & Fragrances, Inc.",0.055,IFF
"First Solar, Inc.",0.055,FSLR
Hewlett Packard Enterprise Co.,0.055,HPE
DTE Energy Co.,0.055,DTE
"Ventas, Inc. REIT",0.054,VTR
State Street Corp. (c),0.054,STT
Dover Corp.,0.054,DOV
"Global Payments, Inc.",0.054,GPN
SBA Communications Corp. REIT,0.053,SBAC
Halliburton Co.,0.053,HAL
"Church & Dwight Co., Inc.",0.053,CHD
Equity Residential REIT,0.052,EQR
"NetApp, Inc.",0.052,NTAP
"Broadridge Financial Solutions, Inc.",0.052,BR
"Take-Two Interactive Software, Inc.",0.051,TTWO
LyondellBasell Industries NV Class A,0.051,LYB
"Tyler Technologies, Inc.",0.051,TYL
Weyerhaeuser Co. REIT,0.051,WY
"Brown & Brown, Inc.",0.05,BRO
Devon Energy Corp.,0.05,DVN
PPL Corp.,0.05,PPL
Smurfit WestRock PLC,0.05,SW
Eversource Energy,0.05,ES
Deckers Outdoor Corp.,0.05,DECK
"T. Rowe Price Group, Inc.",0.05,TROW
STERIS PLC,0.049,STE
Ameren Corp.,0.048,AEE
"Estee Lauder Cos., Inc. Class A",0.048,EL
"Hubbell, Inc.",0.047,HUBB
Seagate Technology Holdings PLC,0.047,STX
FirstEnergy Corp.,0.047,FE
"Raymond James Financial, Inc.",0.047,RJF
"Moderna, Inc.",0.046,MRNA
"Builders FirstSource, Inc.",0.046,BLDR
Western Digital Corp.,0.046,WDC
"GoDaddy, Inc. Class A",0.045,GDDY
"Zimmer Biomet Holdings, Inc.",0.045,ZBH
"Cooper Cos., Inc.",0.045,COO
"Leidos Holdings, Inc.",0.045,LDOS
"Teradyne, Inc.",0.045,TER
"West Pharmaceutical Services, Inc.",0.045,WST
EQT Corp.,0.045,EQT
"Corpay, Inc.",0.045,CPAY
"PTC, Inc.",0.045,PTC
Kellanova,0.044,K
Atmos Energy Corp.,0.044,ATO
"Cboe Global Markets, Inc.",0.044,CBOE
Waters Corp.,0.044,WAT
Regions Financial Corp.,0.044,RF
Cincinnati Financial Corp.,0.044,CINF
CMS Energy Corp.,0.043,CMS
"Super Micro Computer, Inc.",0.043,SMCI
"McCormick & Co., Inc.",0.043,MKC
Ball Corp.,0.042,BALL
"Teledyne Technologies, Inc.",0.042,TDY
"Best Buy Co., Inc.",0.042,BBY
"Omnicom Group, Inc.",0.042,OMC
"Molina Healthcare, Inc.",0.041,MOH
Clorox Co.,0.041,CLX
"Invitation Homes, Inc. REIT",0.041,INVH
Synchrony Financial,0.041,SYF
Genuine Parts Co.,0.04,GPC
"Darden Restaurants, Inc.",0.04,DRI
"Baxter International, Inc.",0.04,BAX
Packaging Corp. of America,0.039,PKG
"CenterPoint Energy, Inc.",0.039,CNP
Aptiv PLC,0.039,APTV
Zebra Technologies Corp. Class A,0.039,ZBRA
"Essex Property Trust, Inc. REIT",0.039,ESS
"Hologic, Inc.",0.039,HOLX
"NRG Energy, Inc.",0.039,NRG
"United Airlines Holdings, Inc.",0.039,UAL
"Labcorp Holdings, Inc.",0.039,LH
Carnival Corp.,0.038,CCL
Dollar General Corp.,0.038,DG
"Mid-America Apartment Communities, Inc. REIT",0.038,MAA
"Ulta Beauty, Inc.",0.038,ULTA
"Expeditors International of Washington, Inc.",0.038,EXPD
"Alexandria Real Estate Equities, Inc. REIT",0.038,ARE
"Expedia Group, Inc.",0.038,EXPE
"Citizens Financial Group, Inc.",0.038,CFG
"Warner Bros Discovery, Inc.",0.038,WBD
Masco Corp.,0.038,MAS
"Principal Financial Group, Inc.",0.038,PFG
Northern Trust Corp.,0.037,NTRS
"Steel Dynamics, Inc.",0.037,STLD
"Align Technology, Inc.",0.037,ALGN
Las Vegas Sands Corp.,0.037,LVS
Avery Dennison Corp.,0.037,AVY
Southwest Airlines Co.,0.036,LUV
"Coterra Energy, Inc.",0.036,CTRA
"FactSet Research Systems, Inc.",0.036,FDS
"Quest Diagnostics, Inc.",0.036,DGX
"Live Nation Entertainment, Inc.",0.035,LYV
W.R. Berkley Corp.,0.035,WRB
"Tyson Foods, Inc. Class A",0.035,TSN
International Paper Co.,0.035,IP
Everest Group Ltd.,0.035,EG
"Stanley Black & Decker, Inc.",0.035,SWK
"Textron, Inc.",0.034,TXT
"Jacobs Solutions, Inc.",0.034,J
Amcor PLC,0.034,AMCR
Insulet Corp.,0.034,PODD
IDEX Corp.,0.033,IEX
Pentair PLC,0.033,PNR
"Healthpeak Properties, Inc. REIT",0.033,DOC
"VeriSign, Inc.",0.033,VRSN
"Skyworks Solutions, Inc.",0.032,SWKS
"Revvity, Inc.",0.032,RVTY
Kimco Realty Corp. REIT,0.032,KIM
"Conagra Brands, Inc.",0.032,CAG
Alliant Energy Corp.,0.032,LNT
KeyCorp,0.032,KEY
"NiSource, Inc.",0.032,NI
"CF Industries Holdings, Inc.",0.032,CF
"Enphase Energy, Inc.",0.031,ENPH
"Akamai Technologies, Inc.",0.031,AKAM
"Snap-on, Inc.",0.031,SNA
"Trimble, Inc.",0.031,TRMB
"Domino's Pizza, Inc.",0.031,DPZ
Marathon Oil Corp.,0.031,COP
"Gen Digital, Inc.",0.031,GEN
Celanese Corp.,0.031,CE
Pool Corp.,0.03,POOL
Loews Corp.,0.03,L
Nordson Corp.,0.029,NDSN
AES Corp.,0.029,AES
"Evergy, Inc.",0.029,EVRG
"Rollins, Inc.",0.029,ROL
"Dollar Tree, Inc.",0.029,DLTR
"JB Hunt Transport Services, Inc.",0.029,JBHT
"Viatris, Inc.",0.028,VTRS
Bunge Global SA,0.028,BG
"Universal Health Services, Inc. Class B",0.028,UHS
"UDR, Inc. REIT",0.028,UDR
"Jabil, Inc.",0.028,JBL
Erie Indemnity Co. Class A,0.028,ERIE
Camden Property Trust REIT,0.027,CPT
Eastman Chemical Co.,0.027,EMN
"CH Robinson Worldwide, Inc.",0.027,CHRW
J.M. Smucker Co.,0.026,SJM
"Jack Henry & Associates, Inc.",0.026,JKHY
"Juniper Networks, Inc.",0.026,HPE
"F5, Inc.",0.026,FFIV
Allegion PLC,0.026,ALLE
Bio-Techne Corp.,0.026,TECH
"Host Hotels & Resorts, Inc. REIT",0.025,HST
"CarMax, Inc.",0.025,KMX
"Interpublic Group of Cos., Inc.",0.024,IPG
Regency Centers Corp. REIT,0.024,REG
"BXP, Inc. REIT",0.024,BXP
"Teleflex, Inc.",0.024,TFX
"EPAM Systems, Inc.",0.023,EPAM
Albemarle Corp.,0.023,ALB
"Catalent, Inc.",0.023,CTLT
"Tapestry, Inc.",0.022,TPR
A.O. Smith Corp.,0.022,AOS
Incyte Corp.,0.022,INCY
LKQ Corp.,0.022,LKQ
"Huntington Ingalls Industries, Inc.",0.021,HII
"Assurant, Inc.",0.021,AIZ
"Charles River Laboratories International, Inc.",0.021,CRL
Molson Coors Beverage Co. Class B,0.021,TAP
News Corp. Class A,0.021,NWS
Pinnacle West Capital Corp.,0.021,PNW
"Qorvo, Inc.",0.02,QRVO
"Match Group, Inc.",0.02,MTCH
"Dayforce, Inc.",0.02,DAY
"MarketAxess Holdings, Inc.",0.02,MKTX
Campbell Soup Co.,0.02,CPB
Solventum Corp.,0.02,SOLV
"Generac Holdings, Inc.",0.02,GNRC
"Globe Life, Inc.",0.02,GL
Fox Corp. Class A,0.02,FOX
"Hasbro, Inc.",0.019,HAS
"Lamb Weston Holdings, Inc.",0.019,LW
"Henry Schein, Inc.",0.019,HSIC
Hormel Foods Corp.,0.019,HRL
APA Corp.,0.019,APA
"Caesars Entertainment, Inc.",0.019,CZR
MGM Resorts International,0.019,MGM
Norwegian Cruise Line Holdings Ltd.,0.019,NCLH
Brown-Forman Corp. Class B,0.019,BF.B
Wynn Resorts Ltd.,0.018,WYNN
Federal Realty Investment Trust REIT,0.018,FRT
Mosaic Co.,0.018,MOS
"Mohawk Industries, Inc.",0.017,MHK
"BorgWarner, Inc.",0.017,BWA
FMC Corp.,0.017,FMC
"Paycom Software, Inc.",0.017,PAYC
Invesco Ltd.,0.016,IVZ
Ralph Lauren Corp.,0.016,RL
"DaVita, Inc.",0.016,DVA
"Walgreens Boots Alliance, Inc.",0.013,WBA
Paramount Global Class B,0.013,PSKY
"Franklin Resources, Inc.",0.013,BEN
Fox Corp. Class B,0.011,FOX
"Amentum Holdings, Inc.",0.008,AMTM
News Corp. Class B,0.006,NWS
