Company,Weight,Ticker
Cincinnati Financial Corp,0.073,CINF
AES Corp,0.073,AES
Danaher Corp,0.073,DHR
"Praxir, Inc",0.072,LIN
Cintas Corp,0.072,CTAS
Jefferson Pilot Corp,0.072,LNC
CSX Corp,0.072,CSX
Regions Financial Corp,0.071,RF
"Nextel Communications, Inc, Class A",0.071,TMUS
Georgia-Pacific Corp,0.071,PRIVATE
Calpine Corp,0.071,CD
Pepsi Bottling Group,0.07,PEP
Delphi Automotive Systems Corp,0.07,APTV
"Coca Cola Enterprises, Inc",0.07,CCEP
AmSouth Bancorporation,0.069,RF
Altera Corp,0.068,ALTR
Norfolk Southern Corp,0.067,NSC
Dover Corp,0.067,DOV
Unum Providant Corp,0.066,UNM
Healthsouth Corp,0.066,EHC
"Newell Rubbermaid, Inc",0.066,NWL
"Staples, Inc",0.066,SPLS
"Charter One Financial, Inc",0.065,CFG
"Fiserv, Inc",0.065,FISV
"New York Times Co (The), Class A",0.064,NYT
PG&E Corp,0.064,PCG
"Autozone, Inc",0.064,AZO
"JC Penney Co, Inc",0.063,CPPRQ
"Tricon Global Restaurants, Inc",0.063,YUM
"Siebel Systems, Inc",0.063,ORCL
Kla-Tencor Corp,0.062,KLAC
Union Planters Corp,0.062,RF
"Ambac Financial Group, Inc",0.062,AMBC
"Johnson Controls, Inc",0.061,JCI
"St Jude Medical Center, Inc",0.061,ABT
"Adobe Systems, Inc",0.061,ADBE
"Watson Pharmaceuticals, Inc",0.061,TEVA
Providian Financial Corp,0.061,JPM
Computer Sciences Corp,0.06,DXC
"Molex, Inc",0.06,KOCH
Starbucks Corp,0.06,SBUX
Moodys Corp,0.059,MCO
"Lexmark International, Inc",0.058,LXK
Genuine Parts Co,0.058,GPC
Ingersoll-Rand Co,0.058,IR
Amerada Hess Corp,0.058,HES
"Federated Department Stores, Inc",0.058,M
Apache Corp,0.057,APA
"UST, Inc",0.057,MO
"Zimmer Holdings, Inc",0.057,ZBH
Kinder Morgan Inc,0.057,KMI
Ameren Corp,0.057,AEE
Xerox Corp,0.056,XRX
Broadcom Corp,0.056,AVGO
Avery Dennison Corp,0.056,AVY
Applera Corp,0.055,TMO
Apple Computer,0.055,AAPL
Sempra Energy,0.055,SRE
"Peoplesoft, Inc",0.055,ORCL
"Countrywide Credit Industries, Inc",0.055,BAC
"Bear Stearns Cos, Inc",0.054,JPM
Cinergy Corp,0.054,DUK
"GPU, Inc",0.054,FE
Kerr McGee Corp,0.053,OXY
"Williamette Industries, Inc",0.053,WY
"Yahoo, Inc",0.053,VZ
"Fortune Brands, Inc",0.052,FBIN
Zions Bancorp,0.052,ZION
PPL Corp,0.051,PPL
Convergys Corp,0.051,CNXC
"CenturyTel, Inc",0.05,LUMN
"Ecolab, Inc",0.05,ECL
"Family Dollar Stores, Inc",0.05,DLTR
Torchmark Corp,0.05,GL
"Univision Communications, Inc",0.05,DELISTED
"Nisource, Inc",0.05,NI
"Textron, Inc",0.049,TXT
Radioshack Corp,0.049,RSHCQ
Newmont Mining Corp,0.049,NEM
"Allegheny Energy, Inc",0.048,ATI
Keyspan Corp,0.048,NGG
Devon Energy Corp,0.048,DVN
Vulcan Materials Co,0.048,VMC
"Brown-Forman Corp, Class B",0.047,BF.B
"Huntington Bancshares, Inc",0.047,HBAN
Edison Iternational,0.047,EIX
"Placer Dome, Inc",0.046,GOLD
Knight Ridder Inc,0.045,MNI
Starwood Hotels & Resorts,0.045,MAR
LSI Logic Corp,0.045,AVGO
Eaton Corp,0.045,ETN
"Aetna, Inc",0.044,CVS
Sanmina Corp,0.044,SANM
"Stilwell Financial, Inc",0.044,JNS
"Tellabs, Inc",0.043,TLAB
"Dow Jones & Co, Inc",0.043,NWSA
"ITT Industries, Inc",0.043,ITT
Parker-Hannifin Corp,0.042,PH
"Cooper Industries, Inc",0.042,COO
Dollar General Corp,0.042,DG
"Legget & Platt, Inc",0.042,LEG
Limited Inc (The),0.042,BBWI
"Novellus Systems, Inc",0.041,LRCX
SAFECO Corp,0.041,LBRDK
"Office Depot, Inc",0.041,ODP
"Paccar, Inc",0.04,PCAR
"Citrix Systems, Inc",0.04,CTXS
"Constellation Energy Group, Inc",0.04,CEG
"TRW, Inc",0.04,NOC
National Semiconductor Corp,0.039,TXN
"Robert Half International, Inc",0.039,RHI
"T Rowe Price Associates, Inc",0.039,TROW
"WW Grainger, Inc",0.039,GWW
Sabre Holdings Corp,0.038,SABR
Sherwin-Williams Co,0.037,SHW
"Teradyne, Inc",0.037,TER
K-Mart Corp,0.037,SHLDQ
Jabil Circuit Inc,0.037,JBL
"EOG Resources, Inc",0.037,EOG
VF Corp,0.036,VFC
"Comverse Technology, Inc",0.036,MAANA
Whirlpool Corp,0.036,WHR
CIENA Corp,0.036,CIEN
Pinnacle West Capital Corp,0.036,PNW
"Delta Air Lines, Inc",0.035,DAL
"Darden Restaurants, Inc",0.035,DRI
Stanley Works (The),0.035,SWK
Noble Drilling Corp,0.035,NE
Nucor Corp,0.035,NUE
Thermo Electron Corp,0.034,AVT
Tiffany & Co,0.034,LVMUY
"Toys ""R"" Us, Inc",0.034,TOYRF 
"Harrah's Entertainment, Inc",0.034,CZR
Sigma-Aldrich Corp,0.034,MRK.DE
"BMC Software, Inc",0.034,BMC
International Game Technology,0.034,IGT
"Equifax, Inc",0.034,EFX
Sealed Air Corp,0.034,SEE
"Nabors Industries, Inc",0.033,NBR
Compuware Corp,0.033,CPWR
"Sunoco, Inc",0.033,SUN
"Wendy's International, Inc",0.032,WEN
Englehard Corp,0.032,BASFY
RR Donnelley & Sons Co,0.032,RRD
Goodyear Tire & Rubber Co (The),0.032,GT
AMR Corp,0.031,AAL
"TMP Worlwide, Inc",0.031,RANJY
Mead Corp,0.031,SW
Hilton Hotels Corp,0.031,HLT
"Manor Care, Inc",0.031,HCR
"Scientific-Atlanta, Inc",0.03,CSCO
Fluor Corp,0.03,FLR
Eastman Chemical Co,0.03,EMN
NCR Corp,0.03,VYX
"Avaya, Inc",0.03,AVYAQ
"Ashland, Inc",0.03,ASH
"International Flavors & Fragrances, Inc",0.03,IFF
"Niagara Mohawk Holdings, Inc",0.03,NGG
ADC Telecommunications Inc,0.029,TEL
"Supervalu, Inc",0.029,UNFI
Unisys Corp,0.029,UIS
Rockwell International Corp,0.029,ROK
"CR Bard, Inc",0.028,BDX
"Perkin Elmer, Inc",0.028,RVTY
Westvaco Corp,0.028,SW
Black & Decker Corp,0.028,SWK
"Rockwell Collins, Inc",0.028,RTX
"Advanced Micro Devices, Inc",0.028,AMD
Deluxe Corp,0.027,DLX
"Allied Waste Industries, Inc",0.027,RSG
"Circuit City Stores, Inc",0.027,CCTYQ
Millipore Corp,0.027,MRK.DE
"Temple-Inland, Inc",0.027,IP
CMS Energy Corp,0.027,CMS
Citizens Communications Co,0.026,CFG
Homestake Mining Co,0.026,GOLD
"Hasbro, Inc",0.026,HAS
Pall Corp,0.026,DHR
Dana Corp,0.025,DAN
Pactiv Corp,0.025,PTVE
"Conseco, Inc",0.025,CNO
American Power Conversion Corp,0.025,SBGSY
Inco Ltd,0.025,VALE
"Symbol Technologies, Inc",0.025,ZBRA
Phelps Dodge Corp,0.024,FCX
"Bemis, Inc",0.023,AMBP
"Alberto-Culver Co, Class B",0.023,UL
"Network Appliances, Inc",0.023,NTAP
Applied Micro Circuits Corp,0.022,MTSI
"Liz Claiborne, Inc",0.022,TPR
Goodrich (BF) Co (The),0.022,RTX
"Humana, Inc",0.021,HUM
Centex Corp,0.021,PHM
Maytag Corp,0.02,WHR
"Nordstrom, Inc",0.02,JWN
"Autodesk, Inc",0.02,ADSK
"Conexant Systems, Inc",0.02,SYNA
"Gateway, Inc",0.019,ACER
Ball Corp,0.019,BALL
Boise Cascade Corp,0.019,BCC
"Nicor, Inc",0.019,SO
Tektronix Corp,0.018,DHR
Visteon Corp,0.018,VC
Navistar International Corp,0.018,TRATON
Coors (Adolph) Co,0.018,TAP
Q Logic Corp,0.018,MRVL
"PMC Sierra, Inc",0.018,MCHP
Meredith Corp,0.018,IAC
Freeport-McMoran Copper & Gold,0.018,FCX
Quintiles Transnational Corp,0.017,IQV
Global Crossing Ltd,0.017,LUMN
"Winn-Dixie Stores, Inc",0.017,AD
Mercury Interactive Corp,0.017,HPQ
Pulte Corp,0.016,PHM
Andrew Corp,0.016,COMM
FMC Corp,0.016,FMC
"Bausch & Lomb, Inc",0.016,BLCO
Brunswick Corp,0.016,BC
"Cummins Engine Co, Inc",0.015,CMI
Parametric Technology Corp,0.015,PTC
Peoples Energy Corp,0.015,TEG
Vitesse Semiconductors Corp,0.015,MCHP
Crane Co,0.014,CR
KB Home Co,0.014,KBH
"Snap-on, Inc",0.014,SNA
USX-US Steel Group,0.013,X
Dillards Inc,0.013,DDS
"Ryder Systems, Inc",0.013,R
"Novell, Inc",0.013,MFGP
"Rowan Cos, Inc",0.013,VAL
Great Lakes Chemical Corp,0.012,LNXSF
"Allegheny Technologies, Inc",0.012,ATI
"Reebok International, Inc",0.012,ADDYY
Tupperware Corp,0.012,TUPBQ
Thomas & Betts Corp,0.011,ABB
Cooper Tire & Rubber Co,0.011,GT
"Worthington Industries, Inc",0.01,WOR
"Big Lots, Inc",0.01,BIG
"Hercules, Inc",0.01,ASH
American Greetings Corp,0.009,AM
"Palm, Inc",0.009,HPQ
"National Service Industries, Inc",0.009,AYI
Louisiana-Pacific Corp,0.008,LPX
"McDermott International, Inc",0.006,MCDIF
Sapient Corp,0.005,PUBGY
"Power One, Inc",0.005,ABB
"US Airways Group, Inc",0.003,AAL
