Company,Weight,Ticker
Marshall & Ilsley Corp,0.102,BMO
"Paychex, Inc",0.101,PAYX
"Harrah's Entertainment, Inc",0.101,CZR
Sara Lee Corp,0.101,TSN
Kellogg Co,0.1,KLG
"Advanced Micro Devices, Inc",0.1,AMD
"Boston Properties, Inc",0.099,BXP
"Ameriprise Financial, Inc",0.097,AMP
Archstone-Smith Trust,0.096,AVB
"Textron, Inc",0.095,TXT
"Office Depot, Inc",0.094,ODP
"Progress Energy, Inc",0.094,D
"Consolidated Edison, Inc",0.093,ED
"PPG Industries, Inc",0.091,PPG
Chesapeake Energy Corp,0.091,CHK
"Kinder Morgan, Inc",0.091,KMI
"Fortune Brands, Inc",0.091,FBIN
"Intuit, Inc",0.091,INTU
Masco Corp,0.09,MAS
"Humana, Inc",0.09,HUM
Aon Corp,0.09,AON
Hilton Hotels Corp,0.09,HLT
"Bed Bath & Beyond, Inc",0.089,BBBY
Northern Trust Corp,0.089,NTRS
Ameren Corp,0.089,AEE
"Analog Devices, Inc",0.089,ADI
"Reynolds American, Inc",0.087,BTI
"Freeport-McMoran Copper & Gold, Inc, (Class B)",0.087,FCX
"Constellation Energy Group, Inc",0.087,CEG
"Public Storage, Inc",0.087,PSA
SanDisk Corp,0.087,WDC
NVIDIA Corp,0.086,NVDA
"Lucent Technologies, Inc",0.086,NOK
"Gap, Inc (The)",0.086,GAP
"Express Scripts, Inc",0.086,CI
Eaton Corp,0.086,ETN
"Rockwell Automation, Inc",0.085,ROK
ETRADE Financial Corp,0.084,MS
"National-Oilwell Varco, Inc",0.084,NOV
Wm Wrigley Jr Co,0.084,WWY
"Pitney Bowes, Inc",0.083,PBI
AmSouth Bancorp,0.083,RF
Hess Corp,0.083,CVX
"Quest Diagnostics, Inc",0.082,DGX
"Amazoncom, Inc",0.082,AMZN
"Juniper Networks, Inc",0.081,HPE
BJ Services Co,0.081,BJ
"CA, Inc",0.081,AVGO
"Nordstrom, Inc",0.08,JWN
"CIT Group, Inc",0.08,FCNCA
"Fisher Scientific International, Inc",0.08,TMO
Dover Corp,0.08,DOV
Hershey Co (The),0.079,HSY
Synovus Financial Corp,0.079,SNV
M&T Bank Corp,0.079,MTB
El Paso Corp,0.078,KMI
"L-3 Communications Holdings, Inc",0.078,LHX
Linear Technology Corp,0.078,ADI
ITT Corp,0.078,ITT
Clorox Co,0.078,CLX
AmerisourceBergen Corp,0.078,COR
"Rockwell Collins, Inc",0.078,RTX
Nabors Industries Ltd,0.077,NBR
Parker-Hannifin Corp,0.077,PH
Computer Sciences Corp,0.077,DXC
"Comerica, Inc",0.076,CMA
"Limited Brands, Inc",0.076,BBWI
Kimco Realty Corp,0.075,KIM
"Maxim Integrated Products, Inc",0.074,ADI
Murphy Oil Corp,0.074,MUR
"UST, Inc",0.074,MO
KLA-Tencor Corp,0.073,KLAC
Noble Corp,0.073,CVX
"Ambac Financial Group, Inc",0.072,AMBC
"Univision Communications, Inc, (Class A)",0.072,DELISTED
Campbell Soup Co,0.07,CPB
Zions Bancorp,0.07,ZION
Cincinnati Financial Corp,0.069,CINF
"Xcel Energy, Inc",0.069,XEL
"Fiserv, Inc",0.068,FISV
"Sunoco, Inc",0.068,SUN
"Whole Foods Market, Inc",0.068,AMZN
"Coventry Health Care, Inc",0.068,CVS
"MBIA, Inc",0.068,MBI
Laboratory Corp of America Holdings,0.068,LH
"Sovereign Bancorp, Inc",0.067,SAN
"Autodesk, Inc",0.066,ADSK
"Biomet, Inc",0.066,ZBH
"Smith International, Inc",0.065,SLB
"Newell Rubbermaid, Inc",0.065,NWL
Vulcan Materials Co,0.065,VMC
"Wendy's International, Inc",0.065,WEN
"Cooper Industries Ltd, (Class A)",0.065,COO
"Ecolab, Inc",0.064,ECL
"CR Bard, Inc",0.064,BDX
"Mattel, Inc",0.063,MAT
"Xilinx, Inc",0.062,AMD
"American Standard Cos, Inc",0.062,TT
"MedImmune, Inc",0.061,AZN
Genuine Parts Co,0.061,GPC
"Compass Bancshares, Inc",0.061,BBVA
DTE Energy Co,0.061,DTE
SAFECO Corp,0.06,LBRDK
United States Steel Corp,0.06,X
Embarq Corp,0.059,LUMN
NCR Corp,0.059,VYX
KeySpan Corp,0.059,NGG
"Block (H&R), Inc",0.059,HRB
RR Donnelley & Sons Co,0.059,RRD
National Semiconductor Corp,0.058,TXN
"Apollo Group, Inc, (Class A)",0.057,APO
Rohm & Haas Co,0.057,DOW
"Pulte Homes, Inc",0.056,PHM
Fluor Corp,0.056,FLR
"Commerce Bancorp, Inc",0.056,TD
UnumProvident Corp,0.055,UNM
"Citrix Systems, Inc",0.055,CTXS
Altera Corp,0.054,ALTR
"Allegheny Energy, Inc",0.054,ATI
Whirlpool Corp,0.054,WHR
Torchmark Corp,0.054,GL
"DR Horton, Inc",0.054,DHI
Centex Corp,0.053,PHM
Thermo Electron Corp,0.053,AVT
Eastman Kodak Co,0.053,KODK
VF Corp,0.053,VFC
"Brown-Forman Corp, (Class B)",0.053,BF.B
"Allegheny Technologies, Inc",0.052,ATI
"Lennar Corp, (Class A)",0.052,LEN
"Cummins, Inc",0.052,CMI
"Coca-Cola Enterprises, Inc",0.052,CCEP
"Darden Restaurants, Inc",0.052,DRI
Windstream Corp,0.052,UNIT
"Plum Creek Timber Co, Inc",0.052,WY
Tribune Co,0.052,NXST
"Lexmark International, Inc, (Class A)",0.051,LXK
Sherwin-Williams Co (The),0.051,SHW
"Hospira, Inc",0.051,PFE
Applera Corp -- Applied Biosystems Group,0.051,TMO
Black & Decker Corp,0.051,SWK
"Affiliated Computer Services, Inc, (Class A)",0.05,AMG
"SUPERVALU, Inc",0.05,UNFI
"Huntington Bancshares, Inc",0.049,HBAN
"NiSource, Inc",0.049,NI
"Robert Half International, Inc",0.048,RHI
"Consol Energy, Inc",0.048,CEIX
"BMC Software, Inc",0.048,BMC
Dean Foods Co,0.047,DFODQ
"Autozone, Inc",0.047,AZO
Avery Dennison Corp,0.047,AVY
"Constellation Brands, Inc, (Class A)",0.047,STZ
Wyndham Worldwide Corp,0.047,WH
Cintas Corp,0.046,CTAS
"Harman International Industries, Inc",0.046,SMSN
"Molex, Inc",0.046,KOCH
"Barr Pharmaceuticals, Inc",0.045,TEVA
"IMS Health, Inc",0.044,IQV
Realogy Corp,0.044,HOUS
"Avaya, Inc",0.044,AVYAQ
"Apartment Investment & Management Co, (Class A)",0.043,AIV
MGIC Investment Corp,0.043,MTG
"WW Grainger, Inc",0.042,GWW
"Jabil Circuit, Inc",0.042,JBL
Sigma-Aldrich Corp,0.042,MRK.DE
"McCormick & Co, Inc",0.042,MKC
"Health Management Associates, Inc, (Class A)",0.041,CYH
Goodrich Corp,0.041,RTX
"Tellabs, Inc",0.041,TLAB
"VeriSign, Inc",0.041,VRSN
"Estee Lauder Cos, Inc (The) (Class A)",0.04,EL
MeadWestvaco Corp,0.04,SKG
"Pepsi Bottling Group, Inc (The)",0.04,PEP
First Horizon National Corp,0.039,FHN
"Equifax, Inc",0.039,EFX
Waters Corp,0.039,WAT
Tiffany & Co,0.039,LVMUY
"Patterson Cos, Inc",0.038,PDCO
"Monster Worldwide, Inc",0.038,RAND
Citizens Communications Co,0.038,CFG
"CenturyTel, Inc",0.038,LUMN
"Leggett & Platt, Inc",0.038,LEG
"Ashland, Inc",0.037,ASH
"Family Dollar Stores, Inc",0.037,DLTR
Pinnacle West Capital Corp,0.037,PNW
"Temple-Inland, Inc",0.037,IP
"CenterPoint Energy, Inc",0.037,CNP
Eastman Chemical Co,0.036,EMN
Sealed Air Corp,0.036,SEE
"Mylan Laboratories, Inc",0.036,VTRS
"Comverse Technology, Inc",0.036,MAANA
Dollar General Corp,0.036,DG
"Interpublic Group of Cos, Inc",0.035,IPG
"Janus Capital Group, Inc",0.035,JHG
Ball Corp,0.035,BALL
"Liz Claiborne, Inc",0.034,TPR
"King Pharmaceuticals, Inc",0.034,PFE
"EW Scripps Co (The), (Class A)",0.034,SSP
Pactiv Corp,0.034,PTVE
"Hasbro, Inc",0.033,HAS
"Tyson Foods, Inc, (Class A)",0.033,TSN
"Molson Coors Brewing Co, (Class B)",0.033,TAP
"Manor Care, Inc",0.032,HCR
Pall Corp,0.032,DHR
Tenet Healthcare Corp,0.032,THC
"Alberto-Culver Co, (Class B)",0.032,UL
"Circuit City Stores, Inc",0.032,CCTYQ
American Power Conversion Corp,0.031,SBGSY
"Symbol Technologies, Inc",0.031,ZBRA
"Jones Apparel Group, Inc",0.031,JNY
"Novellus Systems, Inc",0.03,LRCX
JDS Uniphase Corp,0.03,VIAV
Stanley Works (The),0.03,SWK
"Bemis Co, Inc",0.029,AMBP
"Rowan Cos, Inc",0.028,VAL
KB HOME,0.028,KBH
"New York Times Co (The), (Class A)",0.028,NYT
Millipore Corp,0.027,MRK.DE
"TECO Energy, Inc",0.027,EMA
LSI Logic Corp,0.027,AVGO
CMS Energy Corp,0.026,CMS
"Ryder System, Inc",0.026,R
"International Flavors & Fragrances, Inc",0.026,IFF
Sabre Holdings Corp,0.025,SABR
"AutoNation, Inc",0.025,AN
QLogic Corp,0.025,MRVL
Solectron Corp,0.025,FLEX
Compuware Corp,0.025,CPWR
Brunswick Corp,0.024,BC
"OfficeMax, Inc",0.024,ODP
Convergys Corp,0.024,CNXC
"Federated Investors, Inc, (Class B)",0.023,FHI
"Allied Waste Industries, Inc",0.022,RSG
"Bausch & Lomb, Inc",0.022,BLCO
"Watson Pharmaceuticals, Inc",0.022,TEVA
"Teradyne, Inc",0.021,TER
"Snap-on, Inc",0.021,SNA
RadioShack Corp,0.021,RSHCQ
Goodyear Tire & Rubber Co (The),0.021,GT
"PerkinElmer, Inc",0.02,RVTY
"Tektronix, Inc",0.019,DHR
CIENA Corp,0.019,CIEN
"Big Lots, Inc",0.019,BIG
"Novell, Inc",0.017,MFGP
Meredith Corp,0.017,IAC
"Dynegy, Inc, (Class A)",0.017,VST
"Dillard's, Inc, (Class A)",0.017,DDS
Sanmina-SCI Corp,0.016,SANM
Louisiana-Pacific Corp,0.016,LPX
"Dow Jones & Co, Inc",0.016,NWSA
Parametric Technology Corp,0.016,PTC
Unisys Corp,0.016,UIS
"Nicor, Inc",0.016,SO
"Hercules, Inc",0.015,ASH
"ADC Telecommunications, Inc",0.014,TEL
Navistar International Corp,0.013,TRATON
Peoples Energy Corp,0.013,TEG
"PMC-Sierra, Inc",0.01,MCHP
